Development,Address,City/State/ZIP,Interruption,Planned,Report Date,Report Time,Restoration Time,Buildings,Units,Residents
MITCHEL - Building 01,303 EAST 135TH STREET,"BRONX, NY 10454",Hot Water,Planned,03/06/25,10:00 AM,03/06/25 04:55 PM,1,173,406
MITCHEL - Building 02,300 EAST 138TH STREET,"BRONX, NY 10454",Hot Water,Planned,03/06/25,10:00 AM,03/06/25 03:50 PM,1,173,353
MITCHEL - Building 08,225 WILLIS AVENUE,"BRONX, NY 10454",Hot Water,Unplanned,03/05/25,05:04 AM,03/05/25 11:38 AM,1,183,353
MITCHEL,Sectional,,Hot Water,Unplanned,02/06/25,02:59 PM,02/06/25 09:48 PM,,,
MITCHEL,Sectional,,Heat,Unplanned,02/06/25,02:59 PM,02/06/25 09:46 PM,,,
MITCHEL - Entire Development,303 EAST 135TH STREET,"BRONX, NY 10454",Hot Water,Unplanned,02/05/25,02:00 AM,02/05/25 12:33 PM,11,"1,732","3,405"
MITCHEL - Entire Development,303 EAST 135TH STREET,"BRONX, NY 10454",Heat,Unplanned,02/05/25,02:00 AM,02/05/25 11:34 AM,11,"1,732","3,405"
MITCHEL - Building 08,225 WILLIS AVENUE,"BRONX, NY 10454",Hot Water,Planned,01/16/25,12:10 PM,01/16/25 06:40 PM,1,183,353
MONROE - Entire Development,1785 STORY AVENUE,"BRONX, NY 10473",Hot Water,Planned,12/17/24,09:00 AM,12/17/24 05:34 PM,13,"1,102","2,336"
MONROE - Entire Development,1785 STORY AVENUE,"BRONX, NY 10473",Heat,Planned,12/17/24,09:00 AM,12/17/24 05:26 PM,13,"1,102","2,336"
MONROE - Entire Development,1785 STORY AVENUE,"BRONX, NY 10473",Heat,Unplanned,11/12/24,01:47 PM,11/12/24 11:05 PM,13,"1,102","2,336"
MONROE - Entire Development,1785 STORY AVENUE,"BRONX, NY 10473",Hot Water,Planned,11/12/24,08:00 AM,11/12/24 09:50 PM,13,"1,102","2,336"
MONROE - Entire Development,1785 STORY AVENUE,"BRONX, NY 10473",Heat,Unplanned,11/03/24,05:42 PM,11/03/24 10:06 PM,13,"1,102","2,336"
MONROE - Entire Development,1785 STORY AVENUE,"BRONX, NY 10473",Hot Water,Unplanned,11/03/24,05:33 PM,11/03/24 09:58 PM,13,"1,102","2,336"
MONROE - Entire Development,1785 STORY AVENUE,"BRONX, NY 10473",Hot Water,Unplanned,10/22/24,10:00 PM,10/23/24 04:06 AM,13,"1,102","2,336"
MONROE - Entire Development,1785 STORY AVENUE,"BRONX, NY 10473",Hot Water,Unplanned,10/20/24,10:15 AM,10/20/24 06:07 PM,13,"1,102","2,336"
MONROE - Entire Development,1785 STORY AVENUE,"BRONX, NY 10473",Hot Water,Unplanned,03/23/25,04:19 PM,03/23/25 11:06 PM,13,"1,102","2,336"
MONROE - Entire Development,1785 STORY AVENUE,"BRONX, NY 10473",Heat,Unplanned,03/23/25,04:19 PM,03/23/25 10:55 PM,13,"1,102","2,336"
MONROE - Entire Development,1785 STORY AVENUE,"BRONX, NY 10473",Hot Water,Unplanned,03/23/25,08:27 AM,03/23/25 03:38 PM,13,"1,102","2,336"
MONROE - Entire Development,1785 STORY AVENUE,"BRONX, NY 10473",Heat,Unplanned,03/23/25,08:27 AM,03/23/25 03:26 PM,13,"1,102","2,336"
MONROE - Entire Development,1785 STORY AVENUE,"BRONX, NY 10473",Heat,Planned,03/19/25,09:00 AM,03/19/25 03:50 PM,13,"1,102","2,336"
MONROE - Entire Development,1785 STORY AVENUE,"BRONX, NY 10473",Hot Water,Planned,03/19/25,09:00 AM,03/19/25 03:09 PM,13,"1,102","2,336"
MONROE - Entire Development,1785 STORY AVENUE,"BRONX, NY 10473",Heat,Unplanned,03/15/25,08:37 AM,03/15/25 12:50 PM,13,"1,102","2,336"
MONROE - Entire Development,1785 STORY AVENUE,"BRONX, NY 10473",Hot Water,Unplanned,03/15/25,08:37 AM,03/15/25 12:17 PM,13,"1,102","2,336"
MONROE - Entire Development,1785 STORY AVENUE,"BRONX, NY 10473",Hot Water,Unplanned,03/13/25,06:18 PM,03/13/25 11:11 PM,13,"1,102","2,336"
MONROE - Entire Development,1785 STORY AVENUE,"BRONX, NY 10473",Heat,Unplanned,03/13/25,06:18 PM,03/13/25 11:04 PM,13,"1,102","2,336"
MONROE - Building 12,1815 STORY AVENUE,"BRONX, NY 10473",Hot Water,Planned,03/11/25,09:00 AM,03/11/25 03:12 PM,1,74,178
MONROE - Building 11,1755 STORY AVENUE,"BRONX, NY 10473",Hot Water,Planned,03/11/25,09:00 AM,03/11/25 02:57 PM,1,74,170
MONROE - Building 09,1760 STORY AVENUE,"BRONX, NY 10473",Hot Water,Planned,03/10/25,09:00 AM,03/10/25 02:54 PM,1,74,203
MONROE - Building 10,870 ROSEDALE AVENUE,"BRONX, NY 10473",Hot Water,Planned,03/10/25,09:00 AM,03/10/25 02:37 PM,1,74,193
MONROE - Entire Development,1785 STORY AVENUE,"BRONX, NY 10473",Heat,Unplanned,03/07/25,06:00 AM,03/07/25 12:37 PM,13,"1,102","2,336"
MONROE - Entire Development,1785 STORY AVENUE,"BRONX, NY 10473",Hot Water,Unplanned,03/07/25,06:00 AM,03/07/25 12:10 PM,13,"1,102","2,336"
MONROE - Building 06,805 TAYLOR AVENUE,"BRONX, NY 10473",Hot Water,Planned,03/07/25,09:00 AM,03/07/25 05:43 PM,1,110,200
MONROE - Building 08,1800 STORY AVENUE,"BRONX, NY 10473",Hot Water,Planned,03/07/25,09:00 AM,03/07/25 05:17 PM,1,74,178
MONROE - Building 05,800 SOUNDVIEW AVENUE,"BRONX, NY 10473",Hot Water,Planned,03/06/25,09:00 AM,03/06/25 04:39 PM,1,110,221
MONROE - Building 03,1770 STORY AVENUE,"BRONX, NY 10473",Hot Water,Planned,03/06/25,09:00 AM,03/06/25 04:30 PM,1,110,190
MONROE - Entire Development,1785 STORY AVENUE,"BRONX, NY 10473",Hot Water,Unplanned,03/05/25,04:15 PM,03/06/25 02:45 AM,13,"1,102","2,336"
MONROE - Entire Development,1785 STORY AVENUE,"BRONX, NY 10473",Heat,Unplanned,03/05/25,04:15 PM,03/06/25 02:12 AM,13,"1,102","2,336"
MONROE - Entire Development,1785 STORY AVENUE,"BRONX, NY 10473",Hot Water,Unplanned,03/05/25,12:00 AM,03/05/25 05:49 AM,13,"1,102","2,336"
MONROE - Entire Development,1785 STORY AVENUE,"BRONX, NY 10473",Heat,Unplanned,03/05/25,12:00 AM,03/05/25 05:43 AM,13,"1,102","2,336"
MONROE - Entire Development,1785 STORY AVENUE,"BRONX, NY 10473",Hot Water,Unplanned,03/04/25,06:27 PM,03/04/25 11:56 PM,13,"1,102","2,336"
MONROE - Entire Development,1785 STORY AVENUE,"BRONX, NY 10473",Heat,Unplanned,03/04/25,06:27 PM,03/04/25 11:24 PM,13,"1,102","2,336"
MONROE - Building 01,1785 STORY AVENUE,"BRONX, NY 10473",Hot Water,Unplanned,02/11/25,03:16 PM,02/11/25 09:05 PM,1,112,203
MONROE - Building 08,1800 STORY AVENUE,"BRONX, NY 10473",Hot Water,Unplanned,01/22/25,08:30 AM,01/22/25 09:12 PM,1,74,178
MOORE - Entire Development,674 EAST 149TH STREET,"BRONX, NY 10455",Hot Water,Unplanned,11/18/24,07:00 PM,11/19/24 05:26 AM,3,463,911
MOORE - Entire Development,674 EAST 149TH STREET,"BRONX, NY 10455",Hot Water,Planned,05/12/25,10:45 AM,05/12/25 10:21 PM,3,463,911
MOORE - Entire Development,674 EAST 149TH STREET,"BRONX, NY 10455",Hot Water,Unplanned,05/11/25,06:05 PM,05/12/25 02:26 AM,3,463,911
MOORE - Entire Development,674 EAST 149TH STREET,"BRONX, NY 10455",Hot Water,Unplanned,05/08/25,09:00 PM,05/09/25 05:00 AM,3,463,911
MOORE - Entire Development,674 EAST 149TH STREET,"BRONX, NY 10455",Hot Water,Unplanned,05/06/25,07:03 PM,05/07/25 12:08 AM,3,463,911
MOORE - Entire Development,674 EAST 149TH STREET,"BRONX, NY 10455",Hot Water,Unplanned,05/04/25,08:02 PM,05/05/25 01:54 AM,3,463,911
MOORE - Entire Development,674 EAST 149TH STREET,"BRONX, NY 10455",Hot Water,Unplanned,03/14/25,07:10 PM,03/14/25 11:42 PM,3,463,911
MOORE - Entire Development,674 EAST 149TH STREET,"BRONX, NY 10455",Heat,Unplanned,03/14/25,07:10 PM,03/14/25 11:36 PM,3,463,911
MOORE - Building 01,674 EAST 149TH STREET,"BRONX, NY 10455",Hot Water,Planned,03/13/25,09:30 AM,03/13/25 11:21 PM,1,231,468
MOORE - Building 02,525 JACKSON AVENUE,"BRONX, NY 10455",Hot Water,Planned,03/12/25,10:00 AM,03/12/25 05:27 PM,1,232,443
MOORE - Entire Development,674 EAST 149TH STREET,"BRONX, NY 10455",Hot Water,Unplanned,02/17/25,07:35 AM,02/17/25 05:29 PM,3,463,911
MOORE - Entire Development,674 EAST 149TH STREET,"BRONX, NY 10455",Heat,Unplanned,02/17/25,02:00 AM,02/17/25 01:34 PM,3,463,911
MOORE - Entire Development,674 EAST 149TH STREET,"BRONX, NY 10455",Hot Water,Unplanned,02/13/25,07:21 PM,02/14/25 01:28 AM,3,463,911
MOORE - Entire Development,674 EAST 149TH STREET,"BRONX, NY 10455",Heat,Unplanned,02/13/25,07:21 PM,02/14/25 01:24 AM,3,463,911
MOORE - Entire Development,674 EAST 149TH STREET,"BRONX, NY 10455",Hot Water,Unplanned,01/30/25,06:09 PM,01/31/25 05:30 AM,3,463,911
MOORE - Entire Development,674 EAST 149TH STREET,"BRONX, NY 10455",Heat,Unplanned,01/30/25,06:09 PM,01/31/25 03:27 AM,3,463,911
MOORE - Entire Development,674 EAST 149TH STREET,"BRONX, NY 10455",Hot Water,Unplanned,01/29/25,04:03 PM,01/29/25 11:51 PM,3,463,911
MOORE - Entire Development,674 EAST 149TH STREET,"BRONX, NY 10455",Heat,Unplanned,01/29/25,04:03 PM,01/29/25 10:59 PM,3,463,911
MOORE - Entire Development,674 EAST 149TH STREET,"BRONX, NY 10455",Hot Water,Unplanned,01/07/25,07:13 PM,01/08/25 03:21 AM,3,463,911
MOORE - Entire Development,674 EAST 149TH STREET,"BRONX, NY 10455",Heat,Unplanned,01/07/25,07:13 PM,01/07/25 11:21 PM,3,463,911
MOORE - Entire Development,674 EAST 149TH STREET,"BRONX, NY 10455",Heat,Unplanned,01/03/25,09:01 PM,01/04/25 03:53 AM,3,463,911
MOORE - Entire Development,674 EAST 149TH STREET,"BRONX, NY 10455",Hot Water,Unplanned,01/03/25,09:01 PM,01/04/25 03:45 AM,3,463,911
MORRIS - Building 02,1373 WASHINGTON AVENUE,"BRONX, NY 10456",Hot Water,Unplanned,12/23/24,08:00 AM,12/23/24 11:21 PM,1,98,211
MORRIS - Building 10,3673 3RD AVENUE,"BRONX, NY 10456",Hot Water,Unplanned,11/04/24,12:00 PM,11/04/24 10:48 PM,1,120,306
MORRIS - Building 01,1385 WASHINGTON AVENUE,"BRONX, NY 10456",Hot Water,Unplanned,02/16/25,11:11 AM,02/16/25 08:59 PM,1,126,294
MORRIS II - Building 16,1465 WASHINGTON AVENUE,"BRONX, NY 10456",Hot Water,Unplanned,05/26/25,04:28 PM,05/26/25 11:21 PM,1,130,228
MORRIS PARK SENIOR CITIZENS HOME - Entire Development,17 EAST 124TH STREET,"MANHATTAN, NY 10035",Hot Water,Planned,05/09/25,09:00 AM,05/09/25 04:23 PM,1,97,74
MORRIS PARK SENIOR CITIZENS HOME - Entire Development,17 EAST 124TH STREET,"MANHATTAN, NY 10035",Hot Water,Unplanned,04/29/25,04:00 PM,04/29/25 08:05 PM,1,97,74
MORRIS PARK SENIOR CITIZENS HOME - Entire Development,17 EAST 124TH STREET,"MANHATTAN, NY 10035",Hot Water,Unplanned,04/23/25,04:00 PM,04/24/25 08:53 PM,1,97,74
MORRISANIA - Building 01,450 EAST 169TH STREET,"BRONX, NY 10456",Heat,Unplanned,12/09/24,03:30 PM,12/09/24 10:24 PM,1,104,242
MORRISANIA - Entire Development,450 EAST 169TH STREET,"BRONX, NY 10456",Hot Water,Unplanned,01/29/25,05:30 AM,01/29/25 12:31 PM,2,206,448
MORRISANIA - Entire Development,450 EAST 169TH STREET,"BRONX, NY 10456",Heat,Unplanned,01/29/25,05:30 AM,01/29/25 12:31 PM,2,206,448
MORRISANIA AIR RIGHTS - Entire Development,3073 PARK AVENUE,"BRONX, NY 10451",Hot Water,Unplanned,05/08/25,02:30 PM,05/08/25 08:34 PM,4,843,"1,518"
MORRISANIA AIR RIGHTS - Entire Development,3073 PARK AVENUE,"BRONX, NY 10451",Hot Water,Unplanned,04/11/25,07:00 PM,04/11/25 09:42 PM,4,843,"1,518"
MORRISANIA AIR RIGHTS - Entire Development,3073 PARK AVENUE,"BRONX, NY 10451",Heat,Unplanned,04/11/25,07:00 PM,04/11/25 09:39 PM,4,843,"1,518"
MORRISANIA AIR RIGHTS - Building 02,3125 PARK AVENUE,"BRONX, NY 10451",Hot Water,Unplanned,03/24/25,09:00 AM,03/24/25 03:10 PM,1,477,818
MORRISANIA AIR RIGHTS - Entire Development,3073 PARK AVENUE,"BRONX, NY 10451",Hot Water,Unplanned,01/29/25,05:36 AM,01/29/25 12:58 PM,4,843,"1,518"
MORRISANIA AIR RIGHTS - Entire Development,3073 PARK AVENUE,"BRONX, NY 10451",Heat,Unplanned,01/29/25,05:36 AM,01/29/25 12:57 PM,4,843,"1,518"
MORRISANIA AIR RIGHTS - Building 01,3073 PARK AVENUE,"BRONX, NY 10451",Hot Water,Unplanned,01/28/25,07:13 PM,01/28/25 11:54 PM,1,222,437
MORRISANIA AIR RIGHTS - Building 01,3073 PARK AVENUE,"BRONX, NY 10451",Heat,Unplanned,01/28/25,07:13 PM,01/28/25 11:47 PM,1,222,437
MORRISANIA AIR RIGHTS - Entire Development,3073 PARK AVENUE,"BRONX, NY 10451",Hot Water,Unplanned,01/08/25,09:41 AM,01/08/25 02:25 PM,4,843,"1,518"
MORRISANIA AIR RIGHTS - Entire Development,3073 PARK AVENUE,"BRONX, NY 10451",Heat,Unplanned,01/08/25,09:40 AM,01/08/25 02:15 PM,4,843,"1,518"
MOTT HAVEN - Building 06,380 EAST 143RD STREET,"BRONX, NY 10454",Heat,Unplanned,12/03/24,10:00 AM,12/03/24 07:01 PM,1,130,243
MOTT HAVEN - Building 07,355 EAST 143RD STREET,"BRONX, NY 10454",Hot Water,Planned,05/19/25,11:22 AM,05/19/25 04:40 PM,1,117,245
MOTT HAVEN - Entire Development,388 EAST 141ST STREET,"BRONX, NY 10454",Hot Water,Planned,04/01/25,08:50 AM,04/01/25 05:04 PM,9,993,"2,127"
MOTT HAVEN - Entire Development,388 EAST 141ST STREET,"BRONX, NY 10454",Heat,Planned,04/01/25,08:50 AM,04/01/25 05:04 PM,9,993,"2,127"
MOTT HAVEN - Building 04,340 ALEXANDER AVENUE,"BRONX, NY 10454",Hot Water,Unplanned,01/14/25,10:30 AM,01/14/25 11:33 PM,1,122,344
MOTT HAVEN - Building 07,355 EAST 143RD STREET,"BRONX, NY 10454",Hot Water,Unplanned,01/07/25,04:22 PM,01/08/25 12:44 AM,1,117,245
NOSTRAND,Sectional,,Hot Water,Unplanned,05/08/25,03:00 PM,05/08/25 07:45 PM,,,
NOSTRAND - Entire Development,2241 BATCHELDER STREET,"BROOKLYN, NY 11229",Hot Water,Unplanned,05/04/25,08:32 PM,05/05/25 12:16 AM,17,"1,148","1,927"
NOSTRAND - Building 10,3040 AVENUE W,"BROOKLYN, NY 11229",Hot Water,Unplanned,04/29/25,03:45 PM,04/29/25 08:08 PM,1,72,120
NOSTRAND - Building 10,3040 AVENUE W,"BROOKLYN, NY 11229",Hot Water,Unplanned,04/28/25,08:09 PM,04/29/25 07:14 AM,1,72,120
NOSTRAND - Entire Development,2241 BATCHELDER STREET,"BROOKLYN, NY 11229",Heat,Unplanned,01/27/25,10:00 PM,01/28/25 06:31 AM,17,"1,148","1,927"
NOSTRAND - Entire Development,2241 BATCHELDER STREET,"BROOKLYN, NY 11229",Hot Water,Unplanned,01/27/25,10:00 PM,01/28/25 02:46 AM,17,"1,148","1,927"
NOSTRAND - Entire Development,2241 BATCHELDER STREET,"BROOKLYN, NY 11229",Hot Water,Unplanned,01/21/25,10:00 AM,01/21/25 10:32 PM,17,"1,148","1,927"
NOSTRAND - Entire Development,2241 BATCHELDER STREET,"BROOKLYN, NY 11229",Heat,Unplanned,01/21/25,10:00 AM,01/21/25 10:26 PM,17,"1,148","1,927"
OCEAN BAY APARTMENTS (OCEANSIDE) - Entire Development,306 BEACH 56TH STREET,"FAR ROCKAWAY, NY 11692",Hot Water,Unplanned,12/09/24,07:15 PM,12/09/24 11:57 PM,7,418,722
OCEAN BAY APARTMENTS (OCEANSIDE) - Entire Development,306 BEACH 56TH STREET,"FAR ROCKAWAY, NY 11692",Heat,Unplanned,02/16/25,07:11 AM,02/16/25 12:08 PM,7,418,722
OCEAN BAY APARTMENTS (OCEANSIDE) - Entire Development,306 BEACH 56TH STREET,"FAR ROCKAWAY, NY 11692",Hot Water,Unplanned,02/16/25,07:11 AM,02/16/25 01:08 PM,7,418,722
OCEAN HILL APARTMENTS - Entire Development,24 MOTHER GASTON BOULEVARD,"BROOKLYN, NY 11233",Hot Water,Unplanned,10/21/24,06:00 AM,10/21/24 07:38 PM,4,238,0
OCEAN HILL APARTMENTS - Building 02,15 MOTHER GASTON BOULEVARD,"BROOKLYN, NY 11233",Hot Water,Planned,05/30/25,09:00 AM,05/30/25 10:53 PM,1,81,0
OCEAN HILL APARTMENTS - Building 03,309 MACDOUGAL STREET,"BROOKLYN, NY 11233",Hot Water,Planned,05/30/25,09:00 AM,05/30/25 09:07 PM,1,79,0
OCEAN HILL APARTMENTS - Building 01,24 MOTHER GASTON BOULEVARD,"BROOKLYN, NY 11233",Hot Water,Planned,05/15/25,09:00 AM,05/15/25 04:23 PM,1,78,0
OCEAN HILL APARTMENTS - Entire Development,24 MOTHER GASTON BOULEVARD,"BROOKLYN, NY 11233",Hot Water,Unplanned,05/05/25,05:00 PM,05/05/25 10:15 PM,4,238,0
OCEAN HILL APARTMENTS - Entire Development,24 MOTHER GASTON BOULEVARD,"BROOKLYN, NY 11233",Hot Water,Planned,03/20/25,09:30 AM,03/20/25 11:54 AM,4,238,0
OCEAN HILL APARTMENTS - Entire Development,24 MOTHER GASTON BOULEVARD,"BROOKLYN, NY 11233",Heat,Planned,03/20/25,09:00 AM,03/20/25 11:49 AM,4,238,0
O'DWYER GARDENS - Building 03,2950 WEST 33RD STREET,"BROOKLYN, NY 11224",Heat,Unplanned,12/03/24,10:30 AM,12/03/24 09:44 PM,1,93,141
O'DWYER GARDENS - Building 01,2975 WEST 33RD STREET,"BROOKLYN, NY 11224",Hot Water,Planned,10/28/24,09:30 AM,10/28/24 08:34 PM,1,87,133
O'DWYER GARDENS - Building 01,2975 WEST 33RD STREET,"BROOKLYN, NY 11224",Hot Water,Planned,04/15/25,10:00 AM,04/15/25 05:18 PM,1,87,133
O'DWYER GARDENS - Building 02,3309 SURF AVENUE,"BROOKLYN, NY 11224",Hot Water,Planned,01/28/25,11:00 AM,01/28/25 09:55 PM,1,87,128
O'DWYER GARDENS - Building 01,2975 WEST 33RD STREET,"BROOKLYN, NY 11224",Hot Water,Unplanned,01/13/25,03:00 PM,01/13/25 08:54 PM,1,87,133
PARKSIDE - Entire Development,2910 BRONX PARK EAST,"BRONX, NY 10467",Hot Water,Unplanned,11/19/24,09:15 PM,11/20/24 03:40 AM,14,879,"1,598"
PARKSIDE - Entire Development,2910 BRONX PARK EAST,"BRONX, NY 10467",Heat,Unplanned,11/03/24,03:00 PM,11/04/24 12:07 AM,14,879,"1,598"
PARKSIDE - Entire Development,2910 BRONX PARK EAST,"BRONX, NY 10467",Hot Water,Unplanned,11/03/24,03:00 PM,11/04/24 12:01 AM,14,879,"1,598"
PARKSIDE - Entire Development,2910 BRONX PARK EAST,"BRONX, NY 10467",Hot Water,Unplanned,05/04/25,02:08 PM,05/04/25 09:48 PM,14,879,"1,598"
PARKSIDE - Building 05,660 ARNOW AVENUE,"BRONX, NY 10467",Hot Water,Planned,03/18/25,08:30 AM,03/18/25 03:22 PM,1,112,196
PARKSIDE - Building 14,2825 OLINVILLE AVENUE,"BRONX, NY 10467",Hot Water,Planned,03/18/25,08:30 AM,03/18/25 03:11 PM,1,56,103
PARKSIDE - Building 07,649 ARNOW AVENUE,"BRONX, NY 10467",Hot Water,Planned,03/17/25,08:30 AM,03/17/25 05:08 PM,1,56,111
PARKSIDE - Building 06,665 ARNOW AVENUE,"BRONX, NY 10467",Hot Water,Planned,03/17/25,08:30 AM,03/17/25 04:56 PM,1,56,101
PARKSIDE - Building 04,635 ARNOW AVENUE,"BRONX, NY 10467",Hot Water,Planned,03/14/25,08:30 AM,03/14/25 04:53 PM,1,108,167
PARKSIDE - Building 01,2910 BRONX PARK EAST,"BRONX, NY 10467",Hot Water,Planned,03/14/25,08:30 AM,03/14/25 04:42 PM,1,48,82
PARKSIDE - Building 13,2950 BRONX PARK EAST,"BRONX, NY 10467",Hot Water,Planned,03/13/25,08:30 AM,03/13/25 10:24 PM,1,28,65
PARKSIDE - Building 12,2945 WHITE PLAINS ROAD,"BRONX, NY 10467",Hot Water,Planned,03/13/25,08:30 AM,03/13/25 04:27 PM,1,28,59
PARKSIDE - Building 10,680 ADEE AVENUE,"BRONX, NY 10467",Hot Water,Planned,03/12/25,08:30 AM,03/12/25 03:51 PM,1,56,104
PARKSIDE - Building 11,2959 WHITE PLAINS ROAD,"BRONX, NY 10467",Hot Water,Planned,03/12/25,08:30 AM,03/12/25 03:49 PM,1,56,106
PARKSIDE - Building 09,666 ADEE AVENUE,"BRONX, NY 10467",Hot Water,Planned,03/11/25,08:30 AM,03/11/25 06:46 PM,1,56,111
PARKSIDE - Building 08,650 ADEE AVENUE,"BRONX, NY 10467",Hot Water,Planned,03/11/25,08:30 AM,03/11/25 05:53 PM,1,56,105
PARKSIDE - Building 02,2970 BRONX PARK EAST,"BRONX, NY 10467",Hot Water,Planned,03/10/25,08:30 AM,03/10/25 04:13 PM,1,48,77
PARKSIDE - Building 03,640 ADEE AVENUE,"BRONX, NY 10467",Hot Water,Planned,03/10/25,08:30 AM,03/10/25 04:08 PM,1,115,211
PARKSIDE - Entire Development,2910 BRONX PARK EAST,"BRONX, NY 10467",Hot Water,Unplanned,02/13/25,03:22 PM,02/14/25 01:42 AM,14,879,"1,598"
PARKSIDE - Entire Development,2910 BRONX PARK EAST,"BRONX, NY 10467",Heat,Unplanned,02/13/25,03:22 PM,02/14/25 01:40 AM,14,879,"1,598"
PARKSIDE - Entire Development,2910 BRONX PARK EAST,"BRONX, NY 10467",Hot Water,Unplanned,02/12/25,08:10 PM,02/13/25 01:11 AM,14,879,"1,598"
PARKSIDE - Entire Development,2910 BRONX PARK EAST,"BRONX, NY 10467",Heat,Unplanned,02/12/25,08:10 PM,02/13/25 01:06 AM,14,879,"1,598"
PARKSIDE - Building 05,660 ARNOW AVENUE,"BRONX, NY 10467",Hot Water,Unplanned,01/27/25,08:00 PM,01/28/25 12:05 AM,1,112,196
PATTERSON - Entire Development,2595 3RD AVENUE,"BRONX, NY 10451",Heat,Unplanned,12/21/24,12:14 PM,12/27/24 11:38 AM,15,"1,791","3,568"
PATTERSON - Entire Development,2595 3RD AVENUE,"BRONX, NY 10451",Hot Water,Unplanned,12/21/24,12:14 PM,12/21/24 09:50 PM,15,"1,791","3,568"
PATTERSON - Entire Development,2595 3RD AVENUE,"BRONX, NY 10451",Hot Water,Planned,11/06/24,09:10 AM,11/06/24 04:11 PM,15,"1,791","3,568"
PATTERSON - Entire Development,2595 3RD AVENUE,"BRONX, NY 10451",Hot Water,Planned,11/01/24,10:00 AM,11/01/24 04:03 PM,15,"1,791","3,568"
PATTERSON - Entire Development,2595 3RD AVENUE,"BRONX, NY 10451",Hot Water,Unplanned,10/08/24,11:15 AM,10/08/24 04:03 PM,15,"1,791","3,568"
PATTERSON - Entire Development,2595 3RD AVENUE,"BRONX, NY 10451",Hot Water,Unplanned,05/01/25,04:34 AM,05/01/25 01:54 PM,15,"1,791","3,568"
PATTERSON - Entire Development,2595 3RD AVENUE,"BRONX, NY 10451",Hot Water,Unplanned,04/20/25,08:11 AM,04/20/25 02:11 PM,15,"1,791","3,568"
PATTERSON - Entire Development,2595 3RD AVENUE,"BRONX, NY 10451",Hot Water,Unplanned,04/14/25,09:03 AM,04/14/25 11:12 PM,15,"1,791","3,568"
PATTERSON - Entire Development,2595 3RD AVENUE,"BRONX, NY 10451",Heat,Unplanned,04/09/25,04:00 PM,04/09/25 09:53 PM,15,"1,791","3,568"
PATTERSON - Entire Development,2595 3RD AVENUE,"BRONX, NY 10451",Heat,Unplanned,04/07/25,03:43 AM,04/07/25 01:54 PM,15,"1,791","3,568"
PATTERSON - Entire Development,2595 3RD AVENUE,"BRONX, NY 10451",Hot Water,Unplanned,04/07/25,03:43 AM,04/07/25 01:53 PM,15,"1,791","3,568"
PATTERSON - Building 13,314 EAST 143RD STREET,"BRONX, NY 10451",Heat,Planned,03/19/25,08:01 AM,03/19/25 01:49 PM,1,208,404
PATTERSON - Building 13,314 EAST 143RD STREET,"BRONX, NY 10451",Heat,Planned,02/27/25,08:00 AM,02/27/25 01:56 PM,1,208,404
PELHAM PARKWAY - Building 19,2250 WALLACE AVENUE,"BRONX, NY 10467",Hot Water,Unplanned,12/06/24,11:40 AM,12/06/24 10:15 PM,1,30,65
PELHAM PARKWAY,Sectional,,Hot Water,Planned,12/04/24,06:00 AM,12/04/24 08:28 PM,,,
PELHAM PARKWAY,Sectional,,Heat,Planned,12/04/24,06:00 AM,12/04/24 07:32 PM,,,
PELHAM PARKWAY,Sectional,,Hot Water,Planned,12/03/24,06:00 AM,12/03/24 09:23 PM,,,
PELHAM PARKWAY,Sectional,,Heat,Planned,12/03/24,06:00 AM,12/03/24 08:34 PM,,,
PELHAM PARKWAY,Sectional,,Heat,Planned,12/02/24,07:00 AM,12/02/24 07:45 PM,,,
PELHAM PARKWAY,Sectional,,Hot Water,Planned,12/02/24,07:00 AM,12/02/24 07:38 PM,,,
PELHAM PARKWAY,Sectional,,Heat,Unplanned,11/27/24,02:55 AM,11/27/24 09:31 PM,,,
PELHAM PARKWAY,Sectional,,Hot Water,Unplanned,11/27/24,02:23 AM,11/27/24 09:10 PM,,,
PELHAM PARKWAY,Sectional,,Hot Water,Unplanned,11/26/24,06:00 AM,11/26/24 08:54 PM,,,
PELHAM PARKWAY - Building 05,925 WARING AVENUE,"BRONX, NY 10469",Hot Water,Planned,05/06/25,09:00 AM,05/06/25 01:27 PM,1,60,113
PELHAM PARKWAY,Sectional,,Hot Water,Planned,05/05/25,09:00 AM,05/05/25 11:16 PM,,,
PELHAM PARKWAY - Building 16,780 ASTOR AVENUE,"BRONX, NY 10467",Hot Water,Planned,03/27/25,09:00 AM,03/27/25 04:09 PM,1,60,103
PELHAM PARKWAY - Building 22,805 PELHAM PARKWAY NORTH,"BRONX, NY 10467",Hot Water,Planned,03/20/25,10:00 AM,03/20/25 04:11 PM,1,60,111
PELHAM PARKWAY - Building 23,2215 BRONXWOOD AVENUE,"BRONX, NY 10469",Hot Water,Planned,03/20/25,03:25 PM,03/20/25 04:04 PM,1,60,133
PELHAM PARKWAY - Building 20,2245 BRONXWOOD AVENUE,"BRONX, NY 10469",Hot Water,Planned,03/19/25,03:39 PM,03/19/25 04:22 PM,1,60,141
PELHAM PARKWAY - Building 21,2220 WALLACE AVENUE,"BRONX, NY 10467",Hot Water,Planned,03/19/25,09:00 AM,03/19/25 04:10 PM,1,60,118
